Expt.,SLN
-2.494,CH(C(OH)=O)(CH2SCH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-3.624,CH(C(OH)=O)(CH2SCH2CH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-1.349,C(NHCH2C(NHCH2C(OH)=O)=O)(CH2NHC(=O)NH2)=O
-2.909,CH(C(OH)=O)(CH2SCH2CH2CH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-2.768,CH(C(OH)=O)(CH2SCH2CH2CH2CH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-3.456,C[1]C(=C(NHC(NH@1)=O)NH2)NHC(N=@1)=O
-2.931,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=NCH=NC=@1NH2
-2.127,CH(C(NHCH(CH(CH3)CH3)C(OH)=O)=O)(NHC(CH(NHC(CH2NH2)=O)CH3)=O)CH2CH(CH3)CH3
-1.71,C[1](C[2]=C(CH=C(C=@1OCH3)OCH3)N=CHCH=N@2)NH2
-1.137,C(CH(OH)CH3)(OCH2CH2CH2CH2CH2CH3)=O
-1.273,C(CH(OH)CH3)(OCH2CH2CH2CH2CH2CH2CH2CH3)=O
-0.68,CH(C(=O)OH)(NHC(=O)CH3)CH2CH2CH2CH3
-0.685,CH(CH(CH2CH3)CH3)(NHC(=O)CH3)C(OH)=O
-1.888,CH(CH(ON[+1](O[-1])=O)CH3)(ON[+1](O[-1])=O)CH3
0.054,CH(C(OH)=O)(CH2CH2CH2NHC(NH2)=NH)NH2
-2.159,CH(NHC(=O)NH2)(C(OH)=O)CH2CH2CH2CH3
0.032,CH(NHC(=O)CH3)(C(OH)=O)CH2CH2SCH3
-2.04,S(CH2CH2S(CH2CH2Cl)=O)(CH2CH2Cl)=O
-0.615,CH(C(OH)=O)(SSCH(C(OH)=O)CH3)CH3
-0.431,CH(NHC(CH2NH2)=O)(CH2CH(CH3)CH3)C(OH)=O
-0.705,CH(SCH(C(OH)=O)CH2CH3)(C(OH)=O)CH2CH3
-1.823,CH(C(OH)=O)(SCH2SCH(C(OH)=O)CH3)CH3
-2.891,CH(C(OH)=O)(CH2CH2CH(C(OH)=O)SCH3)SCH3
-0.404,CH(NHC(CH(CH(CH3)CH3)NH2)=O)(CH(CH3)CH3)C(OH)=O
-2.555,CH(C(OH)=O)(CH2SCH2CH(C(OH)=O)NH2)NH2
-0.173,CH(NHC(CH(CH2CH(CH3)CH3)NH2)=O)(CH(CH3)CH3)C(OH)=O
-0.711,CH(NHC(=O)CH3)(C(OH)=O)CH2CH2C(OH)=O
0.016,CH(CH(CH(CH2OH)OH)OH)(CH=[S=N]NNHC(=O)NH2)OH
-1.286,CH(OC(SCH2CH3)=S)(CH2C(OH)=O)C(OH)=O
-1.699,CH(SC(OCH2CH3)=S)(CH2C(=O)NH2)C(OH)=O
-1.186,CH(SC(OCH2CH3)=S)(CH2C(OH)=O)C(OH)=O
-0.102,C(CH2CH(C(OH)=O)CH3)(C(OH)=O)(C(OH)=O)CH3
-1.357,CH(C(OH)=O)(CH2CH2CH(C(OH)=O)SCH2CH3)SCH2CH3
-0.687,CH(NHC(CH(CH2CH(CH3)CH3)NH2)=O)(C(OH)=O)CH2CH(CH3)CH3
-3.124,CH(C(OH)=O)(CH2CH2SSCH2CH2CH(C(OH)=O)NH2)NH2
-2.2,CH(C(OH)=O)(CH2CH2CH(C(OH)=O)SCH2CH=CH2)SCH2CH=CH2
0.309,CH(C(NHCH2C(NHCH2C(OH)=O)=O)=O)(CH2CH(CH3)CH3)NH2
-1.43,CH(C(NHCH(C(OH)=O)CH3)=O)(NHC(CH(CH2CH(CH3)CH3)Br)=O)CH3
-0.111,CH(NHC(CH2NHC(CH2NH2)=O)=O)(C(OH)=O)CH2CH(CH3)CH3
-1.816,CH(CH(CH(OC(=O)CH3)OCH3)OC(=O)CH3)(CH(OC(=O)CH3)CH2OC(=O)CH3)OC(=O)CH3
-3.14,C[1](C(NHCH2CH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-1.921,CH(CH2OCH2CH2CH2CH2CH2CH2CH2CH3)(CH2OH)OH
-1.971,C[1](SC(=CHCH=@1)N[+1](O[-1])=O)C(NHNH2)=O
-0.304,C[1](C(NHC[5]=NCH=CHCH=N@5)=O)N=CHCH=NCH=@1
-0.949,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH3)=O
-2.627,S(C[2]SC[4]=C(N=@2)CH=CHCH=CH@4)(=O)(=O)NH2
-2.235,C(CH2CH2CH2CH2CH2CH2C(=S)OH)(=S)OH
-1.717,P(OCH2CH2CH2CH3)(CH2CH2CH2CH3)(CH2CH2CH2CH3)=O
-0.996,C(NHNHC(CH2CH2CH3)=O)(CH2CH2CH3)=O
0.375,C(NHCH2CH2NHC(CH2CH3)=O)(CH2CH3)=O
-1.143,S(N(CH2CH3)CH2CH3)(N(CH2CH3)CH2CH3)(=O)=O
-3.361,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)=O
-3.061,C(CH(OH)CH3)(OCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)=O
-2.159,C(NHCH2CH2CH2CH2CH2C(OH)=O)(=O)NH2
-2.389,C(CH2CH2CH2CH2CH2CH2CH2C(=S)OH)(=S)OH
-2.747,C(CH(CH(CH3)CH3)CH2CH=CH2)(NHC(=O)NH2)=O
-3.069,C(CH2CH2CH2CH2CH2CH2CH2CH2C(=S)OH)(=S)OH
-1.329,C(CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-0.112,C(C(NHCH2CH2OH)=O)(NHCH2CH2OH)=O
-0.19,C(CH2CH2SSCH2CH2C(OH)=O)(OH)=O
0.46,N(CH2C(OH)=O)(CH2CH2C#N)CH2CH2C#N
-0.622,C(NHCH2CH2NHC(CH2CH2CH3)=O)(CH2CH2CH3)=O
-2.725,CH(C(CH2CH(CH3)CH3)=O)(C(OCH3)=O)C#N
-2.156,C(NHNHC(CH2CH2CH2CH3)=O)(CH2CH2CH2CH3)=O
-1.68,C(CH2CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-0.586,C(NHCH2C(OCH2CH3)=O)(=[S=N]CHC(=O)CH3)CH3
-1.795,C[1](C(N(C(NH@1)=O)CH2C[11]=CHCH=CHCH=CH@11)=O)(CH3)CH3
-0.897,C(NHCH2C(OH)=O)(CH2NHC(=O)NH2)=O
-1.297,C(SCH2C(OH)=O)(NHCH2C(OH)=O)=S
-1.815,C(NHCH2CH2NHC(CH2CH2CH2CH3)=O)(CH2CH2CH2CH3)=O
-2.53,C(CH2CH2CH2CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-3.283,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH3)=O)(OCH3)=O
-1.038,S(NHC(OCH2CH2CH2CH3)=O)(=O)(=O)NH2
-1.888,CH(ON[+1](O[-1])=O)(CH2ON[+1](O[-1])=O)CH2CH3
-3.388,CH(C(OCH2CH2CH2CH2CH2CH2CH2CH3)=O)(OC(=O)CH3)CH3
-4.48,C[1]C[2]=C(NHC=@1C(=NCH=CH@1)CH3)CH=C(CH=CH@2)OCH3
-1.735,C(CH2OC(=O)NH2)(CH2OC(=O)NH2)(CH2CH2CH3)CH3
-3.108,C(NHCH2CH2NHC(CH2CH2CH2CH2CH3)=O)(CH2CH2CH2CH2CH3)=O
-3.509,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-1.749,NH(S(=O)(=O)NH2)C(OCH2CH(CH2CH3)CH2CH3)=O
-1.948,C(=[S=N]NNHC(=O)NH2)(CH=[S=N]NNHC(=O)NH2)CH3
0.412,C(CH2CH2CH2CH2C(NHCH2CH2OH)=O)(NHCH2CH2OH)=O
-0.756,NH(S(CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH3)(=O)=O
-1.449,S(CH2CH2S(CH2CH2Cl)(=O)=O)(CH2CH2Cl)(=O)=O
-2.402,NH(S(=O)(=O)NH2)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O
-0.7,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH2NHC(CH(OH)CH3)=O)=O
-0.813,C[1](N[+1](O[-1])=O)CH2OP(OCH2@1)(OCH2@1)=O
-4.397,P(SSP(OCH3)(OCH3)=S)(OCH3)(OCH3)=S
-1.419,CH(SCH2C(OH)=O)(SCH2C(OH)=O)SCH2C(OH)=O
-3.595,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH2CH2CH2CH3)=O)(OCH2CH2CH2CH3)=O
-2.195,NH(S(CH2CH2CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH2CH2CH3)(=O)=O
-2.097,CH(CH(OC(=O)CH3)OC(=O)CH3)(OC(=O)CH3)OC(=O)CH3
-0.922,C(NHCH2CH2CH2CH2CH2CH2NHC(OCH2CH2OH)=O)(OCH2CH2OH)=O
-4.569,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH2CH2CH2CH2CH2CH3)=O)(OCH2CH2CH2CH2CH2CH3)=O
-1.945,CH(S(CH2CH2CH3)(=O)=O)(S(CH2CH2CH3)(=O)=O)S(CH2CH2CH3)(=O)=O
-5.064,CH(CH2OC(CH2CH2CH2CH2C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O)=O)(CH2CH2CH2CH3)CH2CH3
-2.915,NH(S(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)=O
-3.336,P(SCH(C(OCH2CH3)=O)CH2C(OCH2CH3)=O)(OCH3)(OCH3)=O
-3.358,P(SCH(C(OCH2CH3)=O)CH2C(OCH2CH3)=O)(OCH3)(OCH3)=S
-1.569,C(CH2OC(=O)CH3)(CH2OC(=O)CH3)(CH2OC(=O)CH3)CH2OC(=O)CH3
-1.929,C(NHCH2CH2CH2CH2CH2CH2NHC(OCH2CH2CH2CH2OH)=O)(OCH2CH2CH2CH2OH)=O
-2.974,S(CH(S(CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH3)(=O)=O)(CH2CH2CH2CH3)(=O)=O
-1.712,C[1](C(NHC(NHC@1=O)=O)=O)(CH(CH3)CH3)CH2CH=CH2
-1.449,C(CH2SSSSCH2C(OH)=O)(OH)=O
-4.554,C[1]=C(C(NHC(=N@1)NH2)=O)N=CHC(NH@1)=O
-2.154,C[1]=C(NHC(C(=N@1)CH3)=O)N=CHNHC@1=O
-3.052,C[1](C[2]=C(C(O@1)=O)CH=C(CH=CH@2)N[+1](O[-1])=O)(CH3)CH3
-4.079,C[1](=C(CH=CHC(=CH@1)C(OH)=O)Cl)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-1.929,C[1](C(NHN=[S=N]C(C(OH)=O)CH3)=O)SCH=CHN=@1
-3.687,C[1]=C(NHC(C(NH@1)=O)=O)N=CHNHC@1=O
-3.125,C[1]=C(NHC(NHC@1=O)=O)N=CHC(NH@1)=O
-3.302,C[1](=C(CH=C[5]C(=CH@1)CH=CHCH=CH@5)OH)C[19]NHCH2CH2N=@19
-0.357,C[1](NHN=C(C#N)C#N)=CHCH=CHCH=CH@1
-3.848,C[1](=CHC(C(OH)=O)=CHCH=CH@1)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-3.329,C[1](=C(C(OH)=O)CH=CHCH=CH@1)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-3.766,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=I]NN(CH2CH2CH2CH2CH2CH2CH2CH3)CH3
-3.855,C[1](=C(N=[S=N]NC[5]=CHCH=C(CH=CH@5)OH)CH=CHC(=CH@1)Cl)C(OH)=O
-2.264,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)NHC(N=CH@1)=O
-3.314,C[1](C(NHN=[S=N]C(C(OH)=O)CH3)=O)=CHCH=NCH=CH@1
-3.938,C[1]=C(C(NHC(NH@1)=O)=O)NHC(N@1CH3)=O
-2.077,C[1]=C(C(=CHC(=C@1OCH3)OCH3)NH2)CH2OC@1=O
-1.155,C(C[2]=CHCH=CHCH=CH@2)(C(F)(F)F)=O
-3.96,C[1]C(=C(CH=CHC=@1N[+1](O[-1])=O)OH)N=C(CH=CH@1)CH3
-3.707,C[1]=C(N[+1](O[-1])=O)CH=CHCH=C@1CH=CHCH=CH@1
-2.328,C[1](=CHCH=C(CH=CH@1)OCH2CH3)NHC(=O)CH3
-2.577,C[1](=C(CH=C(C(=CH@1)CH(CH3)CH3)OH)CH3)C(CH2Cl)=O
-1.484,C[1](=NC(=NC(=N@1)OCH2CH3)OCH2CH3)OCH2CH3
-3.077,C[1](C(NHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-3.76,C[1]=C(OC(NHCH3)=O)CH=CHCH=C@1CH=CHCH=CH@1
-3.546,C[1](=C(C(=C(C(=C@1Cl)OH)OH)Cl)Cl)Cl
-4.357,C[1]C(=C(CH=CHC=@1N[+1](O[-1])=O)OCH3)CH=CHCH=CH@1
-3.397,N[+1](OCH2CH2CH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-4.723,C[1]C[2]=C(CH2C=@1CH=C(CH=CH@1)N[+1](O[-1])=O)CH=CHCH=CH@2
-4.02,C[1](=C(C(=C(C(=C@1OH)Cl)Cl)Cl)Cl)OCH3
-4.143,N[+1](OCH2CH2CH2CH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-5.239,C[1](=C(C(=C(C(=C@1Cl)Cl)Cl)Cl)OCH3)OCH3
-2.256,N[1](C(NHC(C(=CH@1)CH3)=O)=O)CH2C[18]=CHCH=CHCH=CH@18
-3.758,C[1](=C(C(OCH2CH=CH2)=O)CH=CHCH=CH@1)C(OCH2CH=CH2)=O
-3.921,C[1](=CHC(=C(C(=CH@1)CH3)SCH3)CH3)OC(NHCH3)=O
-4.057,C[1]=C(C(NHC(NH@1)=O)=O)NHC(C(NH@1)=O)=O
-3.164,C[1]C(=C(N[+1](O[-1])=O)CH=CHC=@1C(OH)=O)CH=CHCH=N@1
-5.808,C[1](=C(C(OCH2CH2CH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH2CH2CH3)=O
-4.297,C[1](=C(CH=C(CH=CH@1)OP(OCH3)(OCH3)=S)CH3)N[+1](O[-1])=O
-7.361,C[1](=C(C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O
-4.522,C[1](C(OP(OCH3)(OCH3)=O)=[S=I]CHCl)=C(CH=C(C(=CH@1)Cl)Cl)Cl
-0.554,N[1](CH(CH2N(CH(CH2@1)CH3)C(=O)NH2)CH3)C(OCH2CH3)=O
-4.959,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OC[17]=CHCH=CHCH=CH@17)(OC[29]=CHCH=CHCH=CH@29)=O
-3.216,C[1]C(=C[3]C(=CHC=@1CH=CHC(O@1)=O)CH=CHO@3)OH
-3.047,C[1]H(C[3]=CHCH=C(CH=CH@3)Br)CH(C(C(O@1)=O)=O)Br
-3.343,C[1](C(NHC(S@1)=S)=O)=[S=I]CHC[11]=CHC(=C(CH=CH@11)OH)OH
-2.167,C(N[2]C(CH2CH2CH2CH2CH2@2)=O)(C[20]=CHCH=CHCH=CH@20)=O
-1.474,C[1](=C(C(OH)=O)CH=CHCH=CH@1)N[+1](O[-1])=O
-2.968,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)C(OH)=O
-1.95,C[1](=C(C(OCH3)=O)CH=CHCH=CH@1)C(OCH3)=O
-2.774,N[+1](OCH2CH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-3.035,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-2.375,C[1](=C(C(OCH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH3)=O
-4.28,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH3)=O
-1.545,C[1](C(N(C(NHC@1=O)=O)CH3)=O)(CH2CH=[S=N]CHCH3)CH3
-5.11,C[1](CH(C[4]HCH(CH2CH2@1)C[14]=C(CH2CH2@4)CH=C(CH=CH@14)OH)CH2CH2C@1=O)CH3
-4.118,C[1](C[2]HCH(C[6]HC(CH2CH2@2)(CH(CH2CH2@6)OH)CH3)CH2CH2C@1=CHC(CH2CH2@1)=O)CH3
-2.059,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OCH2CH3)(OCH2CH3)=O
-4.422,C[1](CH(C[4]HCH(CH2CH2@1)C[14](C(CH2CH2@4)=CHC(CH2CH2@14)=O)CH3)CH2CH2CH@1C(=O)CH3)CH3
-0.602,C[1]=C(CH=CHC(=CH@1)C(NHNH2)=O)OCH2O@1
-2.616,C[1]=C(CH(OC@1=O)CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
-3.855,C[1]=C(N=C(NHC@1=O)NH2)N=CHC(NH@1)=O
-1.407,C[1]C(CH2CH(C(OH)=O)NH2)=NNHC=@1CH=CHCH=CH@1
-4.001,C[1]=C(C(=CHC(O@1)=O)CH3)CH=CHC(=CH@1)N(CH2CH3)CH2CH3
-2.707,C[1]=C(S(OH)(=O)=O)CH=CHC(=C@1CH=CHCH=N@1)NH2
-2.5,C[1](=C(C[3]=C(CH=CH@1)N=CHCH=CH@3)NH2)S(OH)(=O)=O
-1.562,C[1](=C(C(=CHCH=C@1Cl)OCH3)OH)OCH3
-1.641,C[1](C(OCH2C(=O)NH2)=O)=CHCH=CHCH=CH@1
-4.272,C[1]=C(C(=CHCH=C@1CH=CHCH=CH@1)CH3)N[+1](O[-1])=O
-1.473,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2OH)CH2CH3
-3.6,C[1]C(=C[3]C(=CHC=@1OC(CH=CH@1)=O)OCH=CH@3)OCH3
-1.694,C[1](S(N=[S=I]C[4]NHCH=CHCH2@4)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.52,C[1]C(=C[3]C(=CHC=@1CH=CHC(O@1)=O)CH=CHO@3)OCH3
-4.001,C[1]=C(N(C(CH=C@1CH3)=O)OH)CH=CHC[19]=C@1CH=CHCH=CH@19
-2.237,C[1](C(OCH2C(NHCH2CH3)=O)=O)=CHCH=CHCH=CH@1
-3.856,C[1](C[2]=CHCH=CHCH=CH@2)=CHC(=C(CH=CH@1)N[+1](O[-1])=O)OH
-3.934,C(N(CH2CH3)CH2CH3)(SCH2C[21]=CHCH=C(CH=CH@21)Cl)=O
-2.071,C[1](C(OCH2C(N(CH2CH3)CH2CH3)=O)=O)=CHCH=CHCH=CH@1
-2.684,C[1](CH2OC(SCH2C(OH)=O)=S)=CHCH=CHCH=CH@1
-3.319,S(C[2]=C(CH=CHCH=CH@2)OH)(C[14]=C(CH=CHCH=CH@14)OH)(=O)=O
-5.723,CH(ON[+1](O[-1])=O)(CH2ON[+1](O[-1])=O)CH2CH2CH2CH2CH2CH2CH2CH3
-3.307,C[1](C[2]=C(CH=CHCH=@1)CH=CHCH=CH@2)N(C(C[20]=CHCH=CHCH=CH@20)=O)OH
-2.528,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH3)CH2CH2CH3
-2.215,C[1]=C(N=C(NHC@1=O)CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
-3.486,C[1](=C(C(OCH2CH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH2CH3)=O
-2.55,C[1]=C(CH(OC@1=O)CH2CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
-2.39,C[1](C(NHC(NHC@1=O)=O)=O)(CH(CH2CH3)CH3)CH2CH3
-2.352,C[1](CH2OC(NHCH2C(NHCH2C(=O)NH2)=O)=O)=CHCH=CHCH=CH@1
-5.266,C[1](=C(CH=CHC(=CH@1)OCH3)OCH2CH2CH2CH2CH2CH2CH(C(CH2CH3)=O)C(CH2CH3)=O)Cl
-1.672,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH2CH3)CH2CH3
-2.458,C[1](C[2]=CHCH=CHCH=CH@2)(C(NHC(NHC@1=O)=O)=O)CH3
-2.119,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH(CH3)CH3)CH2CH=CH2
-1.517,C[1]C(=C(CH=CHC=@1NHC(=O)CH3)OCH2CH3)N=CHCH=CH@1
-1.345,C[1](=C(C(=NCH=C@1C(OH)=O)CH3)C(=O)CH3)C(OH)=O
-1.728,C[1](C(NHN=[S=N]C(CH2CH2C(OH)=O)CH3)=O)SCH=CHN=@1
-2.384,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)NHC(NHC@1=O)=O
-1.908,N[1](C(C(=C(N@1CH3)CH3)CH(CH3)CH3)=O)C[25]=CHCH=CHCH=CH@25
-3.824,C[1]C(=CHCH=C(CH=@1)N[+1](O[-1])=O)CH=CHCH=CH@1
-2.297,C[1](C(C(=[S=N]NOH)CH3)=[S=I]NOH)=CHCH=CHCH=CH@1
-1.19,C[1](=C(CH=CHCH=CH@1)CH3)OCH2CH(CH2OH)OH
-0.729,C[1](=C(CH=CHCH=CH@1)OCH3)OCH2CH(CH2OH)OH
-1.018,C[1](=CHC(=CHCH=CH@1)OCH2CH2OH)OCH2CH2OH
-2.966,C[1](=C(CH=CHC(=CH@1)C(OH)=O)Br)N[+1](O[-1])=O
-2.825,CH2(C(=[S=N]NCH2CH2N=[S=I]C(CH2C(=O)CH3)CH3)CH3)C(=O)CH3
-1.939,C[1](C(NHOH)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-2.531,C[1](=C(CH(CH2CH3)CH3)CH=CHCH=CH@1)OC(NHCH3)=O
-2.869,C(C[2]=CHCH=C(CH=CH@2)N[+1](O[-1])=O)(N(OH)CH3)=O
-5.699,C[1](C(CH=[S=I]CHC[7]=CHCH=C(CH=CH@7)OCH3)=O)=C(CH=CHCH=CH@1)OH
-2.283,C[1](C(NHOCH3)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-1.515,N[1](C(=CHC(=N@1)OC[8]=NC(=CHC(=N@8)CH3)CH3)CH3)CH3
-1.879,C[1](CH2OC(NHCH2C(=O)NH2)=O)=CHCH=CHCH=CH@1
-4.737,C[1](=C(C(OCH2CH(CH3)CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH3)CH3)=O
-5.094,C[1]=C(NHCH=C@1CH2CH2NHC(=O)CH3)CH=CHC(=CH@1)OCH3
-2.962,C[1](=C(CH=C(C(=CH@1)Cl)Cl)Cl)OCH2C(OH)=O
-6.539,CH(C[3]=CHCH=C(CH=CH@3)OCH3)(C[18]=CHCH=C(CH=CH@18)OCH3)C(Cl)(Cl)Cl
-4.084,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OCH2CH3)(OCH2CH3)=S
-2.68,C[1](C[2](C(CH2CH2CH@1C[12]HC(CH2CH2@1)(C(CH2CH2@12)=O)CH3)=CHC(CH2CH2@2)=O)CH3)OH
-5.669,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2C[32]=CHCH=CHCH=CH@32)=O
-1.592,C[1](C(NHN=[S=N]C(CH2CH2C(OH)=O)CH3)=O)=CHCH=NCH=CH@1
-2.31,C[1](=C(CH=C(CH=CH@1)Cl)CH3)NHC(=O)CH3
-3.081,C[1](NHC(C[5]=CHN=CHCH=CH@5)=O)=CHCH=C(CH=CH@1)C(OH)=O
-3.383,C(C[2]=CHN=CHCH=CH@2)(NHC(NHC[17]=CHCH=CHCH=CH@17)=O)=O
-2.172,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH2CH3)CH2CH=CH2
-2.313,C[1](C(NHC(NHC@1=O)=O)=O)(C(=[S=I]CHCH2CH3)CH3)CH2CH3
-2.622,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH(CH3)CH3)CH2CH2OH
-0.766,C[1](C(NHC(NHC@1=O)=O)=O)(CH2C(=O)CH3)CH2CH3
-3.159,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH2CH2CH3
-2.061,S(C[2]HCH2CH2CH2CH2CH2@2)(C[19]HCH2CH2CH2CH2CH2@19)(=O)=O
-1.605,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2OH)CH2CH2CH3
-1.455,C[1]C(=CHC(=CHCH=@1)OCH3)CH=CHC(=CH@1)CH2CH2C(=O)CH3
-0.762,C(NHC(C[5]=CHCH=CHCH=CH@5)=O)(C(OH)=O)(CH3)CH3
-1.579,C[1](=C(CH=CHC(=CH@1)C(OH)=O)F)N[+1](O[-1])=O
-3.484,C[1]=C(C(=CHC(=C@1OCH3)OCH3)C#N)CH2OC@1=O
-3.112,C[1](=C(CH=CHC(=CH@1)C(OH)=O)OCH3)C(OH)=O
-1.987,C[1](=C(CH=CHC(=CH@1)C(OH)=O)C(OH)=O)OCH3
-2.334,CH(C[3]=CHCH=CHCH=CH@3)(C[14]=CHCH=CHCH=CH@14)C(C(OH)=O)=O
-2.664,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH(CH3)CH3)CH2CH3
-3.481,C[1]=C(C(CH2CH2C(OH)=O)=O)CH=CHCH=C@1CH=CHCH=CH@1
-2.014,C[1](=C(N[+1](O[-1])=O)CH=CHCH=CH@1)OCH2C(OH)=O
-4.127,S(C[2]=CHCH=C(CH=CH@2)Cl)(C[13]=CHCH=C(CH=CH@13)NH2)(=O)=O
-2.731,C[1](C(C[3]=CHCH=C(CH=CH@3)OH)=O)=C(C(OH)=O)CH=CHCH=CH@1
-2.401,C[1](C(OCH2C(NHC(=O)CH3)=O)=O)=CHCH=CHCH=CH@1
-1.966,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=O)NH2)(=O)=O
-1.185,C(C(OCH2CH3)=O)(NHC(C[15]=CHCH=CHCH=CH@15)=O)(CH3)CH3
-2.668,C[1](=CHCH=C(CH=CH@1)NHC(=O)CH3)OC(OCH2CH3)=O
-0.745,C[1](C[2]=C(CH=C(C(=CH@2)OH)OH)CH2CH2NH@1)(C(OH)=O)CH3
-1.914,C(N[2]C(C[4]=C(C@2=O)CH=CHCH=CH@4)=O)(C(OH)=O)(CH2CH3)CH3
-4.398,S(C[2]SC[4]=C(N=@2)CH=CHC(=CH@4)OCH2CH3)(=O)(=O)NH2
-3.53,C[1](C(N(C[4]=CHCH=CHCH=CH@4)OH)=O)=C(CH=CHCH=CH@1)I
-2.528,S(C[2]=CHCH=C(CH=CH@2)S(=O)(=O)NH2)(=O)(=O)NH2
-1.388,CH(CH(C[5]=CHCH=CHCH=CH@5)OH)(C[18]=CHCH=C(CH=CH@18)OCH3)OH
-3.222,C[1](C(OCH2CH(C(OH)=O)NHC(=O)CH3)=O)=CHCH=CHCH=CH@1
-1.096,C[1](CH2CH(C(NHCH2C(OH)=O)=O)NH2)=CHCH=C(CH=CH@1)OH
-0.893,C[1]H(C(N(C(NH@1)=O)CH3)=O)CH2C[17]=CHCH=C(CH=CH@17)OCH3
-2.832,CH(OC[4]=C(CH=CHCH=CH@4)Cl)(OC[16]=C(CH=CHCH=CH@16)Cl)C(OH)=O
-5.906,C[1](=C(CH=CHC(=CH@1)OC[11]=C(CH=C(CH=CH@11)Cl)Cl)N[+1](O[-1])=O)OCH3
-0.729,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)C(OCH2CH3)=O
